db_id,query,question
college_1,SELECT T2.dept_name FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code ORDER BY stu_gpa LIMIT 1,What is the department name of the students with lowest gpa belongs to?
college_1,SELECT T2.dept_name FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code ORDER BY stu_gpa LIMIT 1,What is the name of the department with the student that has the lowest GPA?
college_1,"SELECT stu_fname ,  stu_gpa FROM student WHERE stu_gpa  <  (SELECT avg(stu_gpa) FROM student)",Find the first name and gpa of the students whose gpa is lower than the average gpa of all students.
college_1,"SELECT stu_fname ,  stu_gpa FROM student WHERE stu_gpa  <  (SELECT avg(stu_gpa) FROM student)",What is the first name and GPA of every student that has a GPA lower than average?
college_1,"SELECT T2.dept_name ,  T2.dept_address FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) DESC LIMIT 1",Find the name and address of the department that has the highest number of students.
college_1,"SELECT T2.dept_name ,  T2.dept_address FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) DESC LIMIT 1",What is the name and address of the department with the most students?
college_1,"SELECT T2.dept_name ,  T2.dept_address ,  count(*) FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) DESC LIMIT 3","Find the name, address, number of students in the departments that have the top 3 highest number of students."
college_1,"SELECT T2.dept_name ,  T2.dept_address ,  count(*) FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) DESC LIMIT 3","What is the name, address, and number of students in the departments that have the 3 most students?"
college_1,"SELECT T1.emp_fname ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T3.dept_code  =  T2.dept_code WHERE T3.dept_name  =  'History' AND T2.prof_high_degree  =  'Ph.D.'",Find the first name and office of the professor who is in the history department and has a Ph.D. degree.
college_1,"SELECT T1.emp_fname ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T3.dept_code  =  T2.dept_code WHERE T3.dept_name  =  'History' AND T2.prof_high_degree  =  'Ph.D.'",What are the first names and office of the professors who are in the history department and have a Ph.D?
college_1,"SELECT T2.emp_fname ,  T1.crs_code FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num",Find the first names of all instructors who have taught some course and the course code.
college_1,"SELECT T2.emp_fname ,  T1.crs_code FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num",What are the first names of all teachers who have taught a course and the corresponding course codes?
college_1,"SELECT T2.emp_fname ,  T3.crs_description FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code",Find the first names of all instructors who have taught some course and the course description.
college_1,"SELECT T2.emp_fname ,  T3.crs_description FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code",What are the first names of all teachers who have taught a course and the corresponding descriptions?
college_1,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num",Find the first names and offices of all instructors who have taught some course and also find the course description.
college_1,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num","What are the first names, office locations of all lecturers who have taught some course?"
college_1,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description ,  T5.dept_name FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num JOIN department AS T5 ON T4.dept_code  =  T5.dept_code",Find the first names and offices of all instructors who have taught some course and the course description and the department name.
college_1,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description ,  T5.dept_name FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num JOIN department AS T5 ON T4.dept_code  =  T5.dept_code","What are the first names, office locations, and departments of all instructors, and also what are the descriptions of the courses they teach?"
college_1,"SELECT T1.stu_fname ,  T1.stu_lname ,  T4.crs_description FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code",Find names of all students who took some course and the course description.
college_1,"SELECT T1.stu_fname ,  T1.stu_lname ,  T4.crs_description FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code",What are the names of all students who took a class and the corresponding course descriptions?
college_1,"SELECT T1.stu_fname ,  T1.stu_lname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num WHERE T2.enroll_grade  =  'C' OR T2.enroll_grade  =  'A'",Find names of all students who took some course and got A or C.
college_1,"SELECT T1.stu_fname ,  T1.stu_lname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num WHERE T2.enroll_grade  =  'C' OR T2.enroll_grade  =  'A'",What are the names of all students taking a course who received an A or C?
college_1,"SELECT T2.emp_fname ,  T1.class_room FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN professor AS T3 ON T2.emp_num  =  T3.emp_num JOIN department AS T4 ON T4.dept_code  =  T3.dept_code WHERE T4.dept_name  =  'Accounting'",Find the first names of all professors in the Accounting department who is teaching some course and the class room.
college_1,"SELECT T2.emp_fname ,  T1.class_room FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN professor AS T3 ON T2.emp_num  =  T3.emp_num JOIN department AS T4 ON T4.dept_code  =  T3.dept_code WHERE T4.dept_name  =  'Accounting'",What are the first names of all Accounting professors who teach and what are the classrooms of the courses they teach?
college_1,"SELECT DISTINCT T2.emp_fname ,  T3.prof_high_degree FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN professor AS T3 ON T2.emp_num  =  T3.emp_num JOIN department AS T4 ON T4.dept_code  =  T3.dept_code WHERE T4.dept_name  =  'Computer Info. Systems'",Find the first names and degree of all professors who are teaching some class in Computer Info. Systems department.
college_1,"SELECT DISTINCT T2.emp_fname ,  T3.prof_high_degree FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN professor AS T3 ON T2.emp_num  =  T3.emp_num JOIN department AS T4 ON T4.dept_code  =  T3.dept_code WHERE T4.dept_name  =  'Computer Info. Systems'",What are the different first names and highest degree attained for professors teaching in the Computer Information Systems department?
college_1,SELECT T1.stu_lname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num WHERE T2.enroll_grade  =  'A' AND T2.class_code  =  10018,What is the last name of the student who got a grade A in the class with code 10018.
college_1,SELECT T1.stu_lname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num WHERE T2.enroll_grade  =  'A' AND T2.class_code  =  10018,What is the last name of the student who received an A in the class with the code 10018?
college_1,"SELECT T2.emp_fname ,  T1.prof_office FROM professor AS T1 JOIN employee AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T1.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History' AND T1.prof_high_degree != 'Ph.D.'",Find the first name and office of history professor who did not get a Ph.D. degree.
college_1,"SELECT T2.emp_fname ,  T1.prof_office FROM professor AS T1 JOIN employee AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T1.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History' AND T1.prof_high_degree != 'Ph.D.'",What are the first names and offices of history professors who don't have Ph.D.s?
college_1,SELECT T2.emp_fname FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num GROUP BY T1.prof_num HAVING count(*)  >  1,Find the first names of professors who are teaching more than one class.
college_1,SELECT T2.emp_fname FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num GROUP BY T1.prof_num HAVING count(*)  >  1,What are the first names of all professors who teach more than one class?
college_1,SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num GROUP BY T2.stu_num HAVING count(*)  =  1,Find the first names of students who took exactly one class.
college_1,SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num GROUP BY T2.stu_num HAVING count(*)  =  1,What are the first names of student who only took one course?
college_1,SELECT T2.dept_name FROM course AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE T1.crs_description LIKE '%Statistics%',"Find the name of department that offers the class whose description has the word ""Statistics""."
college_1,SELECT T2.dept_name FROM course AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE T1.crs_description LIKE '%Statistics%',"What is the name of the department that offers a course that has a description including the word ""Statistics""?"
college_1,SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code WHERE T3.crs_code  =  'ACCT-211' AND T1.stu_lname LIKE 'S%',What is the first name of the student whose last name starting with the letter S and is taking ACCT-211 class?
college_1,SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code WHERE T3.crs_code  =  'ACCT-211' AND T1.stu_lname LIKE 'S%',What is the first name of the student whose last name starts with the letter S and is taking ACCT-211?
sports_competition,SELECT count(*) FROM club,How many clubs are there?
sports_competition,SELECT count(*) FROM club,What is the total number of clubs?
sports_competition,SELECT DISTINCT Region FROM club ORDER BY Region ASC,List the distinct region of clubs in ascending alphabetical order.
sports_competition,SELECT DISTINCT Region FROM club ORDER BY Region ASC,What are the different regions of clubs in ascending alphabetical order?
sports_competition,SELECT avg(Gold) FROM club_rank,What is the average number of gold medals for clubs?
sports_competition,SELECT avg(Gold) FROM club_rank,What is the average number of gold medals for a club?
sports_competition,"SELECT Competition_type ,  Country FROM competition",What are the types and countries of competitions?
sports_competition,"SELECT Competition_type ,  Country FROM competition",What are the types of every competition and in which countries are they located?
sports_competition,"SELECT DISTINCT YEAR FROM competition WHERE Competition_type != ""Tournament""","What are the distinct years in which the competitions type is not ""Tournament""?"
sports_competition,"SELECT DISTINCT YEAR FROM competition WHERE Competition_type != ""Tournament""",What are the different years for all competitions that are not of type equal to tournament?
sports_competition,"SELECT max(Silver) ,  min(Silver) FROM club_rank",What are the maximum and minimum number of silver medals for clubs.
sports_competition,"SELECT max(Silver) ,  min(Silver) FROM club_rank",What are the maximum and minimum number of silver medals for all the clubs?
sports_competition,SELECT count(*) FROM club_rank WHERE Total  <  10,How many clubs have total medals less than 10?
sports_competition,SELECT count(*) FROM club_rank WHERE Total  <  10,What is the total number of clubs that have less than 10 medals in total?
sports_competition,SELECT name FROM club ORDER BY Start_year ASC,List all club names in ascending order of start year.
sports_competition,SELECT name FROM club ORDER BY Start_year ASC,What are the names of all the clubs starting with the oldest?
sports_competition,SELECT name FROM club ORDER BY name DESC,List all club names in descending alphabetical order.
sports_competition,SELECT name FROM club ORDER BY name DESC,What are the names of all the clubs ordered in descending alphabetical order?
sports_competition,"SELECT T1.name ,  T2.Player_id FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID",Please show the names and the players of clubs.
sports_competition,"SELECT T1.name ,  T2.Player_id FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID",What are the names and players of all the clubs?
sports_competition,"SELECT T1.name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T2.Position  =  ""Right Wing""","Show the names of clubs that have players with position ""Right Wing""."
sports_competition,"SELECT T1.name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T2.Position  =  ""Right Wing""","What are the names of the clubs that have players in the position of ""Right Wing""?"
sports_competition,"SELECT avg(T2.Points) FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T1.name  =  ""AIB""","What is the average points of players from club with name ""AIB""."
sports_competition,"SELECT avg(T2.Points) FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T1.name  =  ""AIB""","What is the average number of points for players from the ""AIB"" club?"
sports_competition,"SELECT POSITION ,  avg(Points) FROM player GROUP BY POSITION",List the position of players and the average number of points of players of each position.
sports_competition,"SELECT POSITION ,  avg(Points) FROM player GROUP BY POSITION","For each position, what is the average number of points for players in that position?"
